"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","47848","Update profile avatar via UI","","2026-09-10","passed","2026-09-10","","SMSPy UI End-to-End Flows","Update profile avatar via UI",""
"","72736","Login and send simple text message","","2026-09-10","passed","2026-09-10","","SMSPy UI End-to-End Flows","Login and send simple text message",""
"","78641","Login, send message with image, and verify in inbox","","2026-09-10","passed","2026-09-10","","SMSPy UI End-to-End Flows","Login, send message with image, and verify in inbox",""
"","122445","Login with all live users from database","","2026-09-10","passed","2026-09-10","","Real App API Authentication","Login with all live users from database",""
